Make,Model,Type,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
LINCOLN,CONTINENTAL AWD,LARGE,3,6,AS6,X,14.4,9.7,12.3,23,288
LINCOLN,CONTINENTAL AWD,LARGE,3.7,6,AS6,X,14.3,9.7,12.2,23,287
MASERATI,QUATTROPORTE GTS,LARGE,3.8,8,AS8,Z,16.1,10.8,13.8,20,321
MASERATI,QUATTROPORTE S,LARGE,3,6,AS8,Z,14.9,10.3,13.1,22,300
MASERATI,QUATTROPORTE SQ4,LARGE,3,6,AS8,Z,15,10.3,13.1,22,301
MERCEDES-BENZ,AMG S 63 4MATIC,LARGE,5.5,8,AS7,Z,15.7,10.1,13.2,21,313
MERCEDES-BENZ,AMG S 65,LARGE,6,12,AS7,Z,17.6,10.9,14.6,19,349
MERCEDES-BENZ,MAYBACH S 600,LARGE,6,12,AS7,Z,18.2,11,15,19,359
MERCEDES-BENZ,S 550 4MATIC LWB,LARGE,4.7,8,A9,Z,14.3,9.2,12,24,280
MERCEDES-BENZ,S 600,LARGE,6,12,AS7,Z,17.5,10.8,14.5,19,350
ROLLS-ROYCE,GHOST,LARGE,6.6,12,AS8,Z,20,12.6,16.7,17,390
ROLLS-ROYCE,GHOST EWB,LARGE,6.6,12,AS8,Z,20,12.6,16.7,17,390
ROLLS-ROYCE,PHANTOM,LARGE,6.7,12,AS8,Z,20.7,12.7,17.1,17,400
ROLLS-ROYCE,PHANTOM EWB,LARGE,6.7,12,AS8,Z,20.7,12.7,17.1,17,400
AUDI,A8,LARGE,3,6,AS8,Z,12.6,8,10.5,27,247
AUDI,A8,LARGE,4,8,AS8,Z,15.1,9.1,12.4,23,290
AUDI,A8L,LARGE,4,8,AS8,Z,15.1,9.1,12.4,23,290
BMW,330i xDRIVE GRAN TURISMO,LARGE,2,4,AS8,Z,10.2,7.2,8.9,32,208
BMW,340i xDRIVE GRAN TURISMO,LARGE,3,6,AS8,Z,11.8,7.9,10,28,235
BMW,640i xDRIVE GRAN TURISMO,LARGE,3,6,AS8,Z,11.9,8.4,10.3,27,241
BMW,750i xDRIVE,LARGE,4.4,8,AS8,Z,14.7,9.6,12.4,23,292
BMW,750i xDRIVE SWB,LARGE,4.4,8,AS8,Z,14.3,9.4,12.1,23,283
BMW,M760i xDRIVE,LARGE,6.6,12,AS8,Z,17.7,11.9,15.1,19,355
BUICK,REGAL,LARGE,2,4,AS9,Z,10.7,7.4,9.2,31,217
BUICK,REGAL AWD,LARGE,2,4,AS8,Z,11,8,9.6,29,227
BUICK,REGAL AWD,LARGE,3.6,6,AS9,X,12.4,8.7,10.7,26,250
CADILLAC,CT6,LARGE,2,4,AS8,Z,11,7.8,9.5,30,224
CADILLAC,CT6 AWD,LARGE,3,6,AS8,Z,13,9.1,11.2,25,263
CADILLAC,CT6 AWD,LARGE,3.6,6,AS8,X,13,8.9,11.1,25,261
CADILLAC,XTS,LARGE,3.6,6,AS6,X,13.2,8.5,11.1,25,260
CADILLAC,XTS AWD,LARGE,3.6,6,AS6,X,13.7,9,11.6,24,272
CADILLAC,XTS Vsport AWD,LARGE,3.6,6,AS6,Z,15,10.2,12.8,22,302
CHEVROLET,IMPALA,LARGE,2.5,4,AS6,X,10.9,7.9,9.5,30,224
CHEVROLET,IMPALA FFV,LARGE,3.6,6,AS6,X,12.7,8.5,10.8,26,254
CHEVROLET,IMPALA FFV,LARGE,3.6,6,AS6,E,17.2,11.6,14.6,19,245
CHRYSLER,300,LARGE,3.6,6,A8,X,12.4,7.8,10.3,27,242
CHRYSLER,300 FFV,LARGE,3.6,6,A8,X,12.4,7.8,10.3,27,242
CHRYSLER,300 FFV,LARGE,3.6,6,A8,E,17.1,10.6,14.2,20,234
CHRYSLER,300,LARGE,5.7,8,A8,X,14.7,9.4,12.3,23,289
CHRYSLER,300 AWD,LARGE,3.6,6,A8,X,12.8,8.7,11,26,258
CHRYSLER,300 AWD FFV,LARGE,3.6,6,A8,X,12.8,8.7,11,26,258
CHRYSLER,300 AWD FFV,LARGE,3.6,6,A8,E,17.6,12,15,19,248
DODGE,CHARGER,LARGE,3.6,6,A5,X,13.7,9,11.6,24,271
DODGE,CHARGER FFV,LARGE,3.6,6,A5,X,13.7,9,11.6,24,271
DODGE,CHARGER FFV,LARGE,3.6,6,A5,E,18.9,12.7,16.1,18,268
DODGE,CHARGER,LARGE,3.6,6,A8,X,12.4,7.8,10.3,27,242
DODGE,CHARGER FFV,LARGE,3.6,6,A8,X,12.4,7.8,10.3,27,242
DODGE,CHARGER FFV,LARGE,3.6,6,A8,E,17.1,10.6,14.2,20,234
DODGE,CHARGER (MDS),LARGE,5.7,8,A5,X,15.6,9.7,12.9,22,302
DODGE,CHARGER (MDS),LARGE,5.7,8,A8,X,14.7,9.4,12.3,23,289
DODGE,CHARGER (MDS),LARGE,6.4,8,A8,Z,15.6,9.6,12.9,22,302
DODGE,CHARGER AWD,LARGE,3.6,6,A8,X,12.8,8.7,11,26,258
DODGE,CHARGER AWD FFV,LARGE,3.6,6,A8,X,12.8,8.7,11,26,258
DODGE,CHARGER AWD FFV,LARGE,3.6,6,A8,E,17.6,12,15,19,248
DODGE,CHARGER AWD (MDS),LARGE,5.7,8,A5,X,16,10.1,13.3,21,312
DODGE,CHARGER SRT (MDS),LARGE,6.4,8,A8,Z,15.6,9.6,12.9,22,302
DODGE,CHARGER SRT HELLCAT,LARGE,6.2,8,A8,Z,17.6,10.7,14.5,19,339
FORD,C-MAX HYBRID,LARGE,2,4,AV,X,5.7,6.2,5.9,48,138
FORD,TAURUS FFV,LARGE,3.5,6,AS6,X,13.1,8.7,11.1,25,260
FORD,TAURUS FFV,LARGE,3.5,6,AS6,E,17.6,11.7,15,19,249
FORD,TAURUS AWD,LARGE,3.5,6,AS6,X,14.6,10,12.5,23,294
FORD,TAURUS FFV AWD,LARGE,3.5,6,AS6,X,13.6,9.9,12.4,23,291
FORD,TAURUS FFV AWD,LARGE,3.5,6,AS6,E,18.7,13.4,16.3,17,271
GENESIS,G80 AWD,LARGE,3.3,6,AS8,Z,13.8,9.7,11.9,24,282
GENESIS,G80 AWD,LARGE,3.8,6,AS8,X,13.4,9.6,11.7,24,276
GENESIS,G80 AWD,LARGE,5,8,AS8,Z,15.6,10.4,13.2,21,312
GENESIS,G90 AWD,LARGE,3.3,6,AS8,Z,13.7,9.7,11.9,24,279
GENESIS,G90 AWD,LARGE,5,8,AS8,Z,15.2,10.2,13,22,306
HONDA,ACCORD,LARGE,1.5,4,AV,X,7.9,6.3,7.2,39,168
HONDA,ACCORD,LARGE,1.5,4,AV7,X,8.2,6.8,7.6,37,177
HONDA,ACCORD,LARGE,1.5,4,M6,X,8.9,6.7,7.9,36,185
HONDA,ACCORD,LARGE,2,4,M6,X,10.7,7.3,9.2,31,214
HONDA,ACCORD HYBRID,LARGE,2,4,AV,X,5,5.1,5.1,55,118
HONDA,CIVIC HATCHBACK,LARGE,1.5,4,AV,X,7.7,6,6.9,41,162
HONDA,CIVIC HATCHBACK,LARGE,1.5,4,AV7,X,7.9,6.6,7.3,39,170
HONDA,CIVIC HATCHBACK,LARGE,1.5,4,M6,X,8,6.2,7.2,39,167
HONDA,CIVIC HATCHBACK SPORT,LARGE,1.5,4,AV7,Z,7.9,6.6,7.3,39,170
HONDA,CIVIC HATCHBACK SPORT,LARGE,1.5,4,M6,Z,8,6.2,7.2,39,167
HONDA,CIVIC TYPE R,LARGE,2,4,M6,Z,10.6,8.3,9.6,29,224
HYUNDAI,ELANTRA GT,LARGE,1.6,4,AM7,X,9.2,7.1,8.3,34,194
HYUNDAI,ELANTRA GT,LARGE,1.6,4,M6,X,10.7,8.1,9.6,29,226
HYUNDAI,ELANTRA GT,LARGE,2,4,AS6,X,9.4,7.2,8.4,34,198
HYUNDAI,ELANTRA GT,LARGE,2,4,M6,X,9.8,7.3,8.7,32,205
HYUNDAI,IONIQ,LARGE,1.6,4,AM6,X,4.3,4.4,4.3,66,102
HYUNDAI,IONIQ BLUE,LARGE,1.6,4,AM6,X,4.2,4,4.1,69,96
HYUNDAI,SONATA,LARGE,2,4,AS8,X,10.4,7.4,9.1,31,212
HYUNDAI,SONATA,LARGE,2.4,4,AS6,X,9.8,6.9,8.5,33,202
JAGUAR,XJ R-SPORT AWD,LARGE,3,6,AS8,Z,14,9,11.8,24,276
JAGUAR,XJL PORTFOLIO AWD,LARGE,3,6,AS8,Z,14,9.4,11.9,24,280
JAGUAR,XJR LWB,LARGE,5,8,AS8,Z,15.8,10.3,13.3,21,313
KIA,CADENZA,LARGE,3.3,6,AS8,X,11.5,8.5,10.2,28,237
KIA,FORTE 5,LARGE,1.6,4,AM7,X,9.4,7.9,8.7,32,207
KIA,FORTE 5,LARGE,2,4,AS6,X,9.4,7,8.3,34,197
KIA,FORTE 5,LARGE,2,4,M6,X,9.8,7.3,8.7,32,204
KIA,K900,LARGE,3.8,6,AS8,X,13.8,9.3,11.8,24,279
KIA,K900,LARGE,5,8,AS8,Z,15.6,10.6,13.3,21,317
KIA,OPTIMA,LARGE,2,4,AS6,X,10.9,7.6,9.4,30,224
KIA,OPTIMA,LARGE,2.4,4,AS6,X,9.6,6.8,8.4,34,198
KIA,OPTIMA FE,LARGE,2.4,4,AS6,X,9.3,6.6,8,35,190
LINCOLN,CONTINENTAL AWD,LARGE,2.7,6,AS6,X,14,9.4,12,24,280
LINCOLN,CONTINENTAL AWD,LARGE,3,6,AS6,X,14.5,9.8,12.3,23,290
LINCOLN,CONTINENTAL AWD,LARGE,3.7,6,AS6,X,14.3,9.7,12.2,23,287
MASERATI,QUATTROPORTE GTS,LARGE,3.8,8,AS8,Z,16.1,10.8,13.7,21,321
MASERATI,QUATTROPORTE S,LARGE,3,6,AS8,Z,14.9,10.3,12.8,22,300
MASERATI,QUATTROPORTE SQ4,LARGE,3,6,AS8,Z,15,10.3,12.8,22,301
MERCEDES-BENZ,AMG S 63 4MATIC,LARGE,4,8,A9,Z,14.1,8.9,11.8,24,275
MERCEDES-BENZ,AMG S 65,LARGE,6,12,A7,Z,18.6,10.9,15.1,19,356
MERCEDES-BENZ,MAYBACH S 650,LARGE,6,12,A9,Z,18.4,11.1,15.1,19,355
MERCEDES-BENZ,S 560 4MATIC,LARGE,4,8,A9,Z,13.5,8.6,11.3,25,265
PORSCHE,PANAMERA,LARGE,3,6,AM8,Z,11,8.3,9.8,29,229
PORSCHE,PANAMERA 4,LARGE,3,6,AM8,Z,11.3,8.6,10.1,28,235
PORSCHE,PANAMERA 4 EXECUTIVE,LARGE,3,6,AM8,Z,11.3,8.6,10.1,28,235
PORSCHE,PANAMERA 4 ST,LARGE,3,6,AM8,Z,11.5,9,10.4,27,242
PORSCHE,PANAMERA 4S,LARGE,2.9,6,AM8,Z,11.3,8.5,10.1,28,235
PORSCHE,PANAMERA 4S EXECUTIVE,LARGE,2.9,6,AM8,Z,11.3,8.5,10.1,28,235
PORSCHE,PANAMERA 4S ST,LARGE,2.9,6,AM8,Z,12.1,9,10.7,26,249
PORSCHE,PANAMERA TURBO,LARGE,4,8,AM8,Z,12.8,9.2,11.2,25,261
PORSCHE,PANAMERA TURBO EXECUTIVE,LARGE,4,8,AM8,Z,12.8,9.2,11.2,25,261
PORSCHE,PANAMERA TURBO ST,LARGE,4,8,AM8,Z,13.4,10.1,11.9,24,279
ROLLS-ROYCE,GHOST,LARGE,6.6,12,AS8,Z,20.3,13,17,17,397
ROLLS-ROYCE,GHOST EWB,LARGE,6.6,12,AS8,Z,20.3,13,17,17,397
ROLLS-ROYCE,PHANTOM,LARGE,6.7,12,AS8,Z,20,12.4,16.6,17,387
ROLLS-ROYCE,PHANTOM EWB,LARGE,6.7,12,AS8,Z,20,12.4,16.6,17,387
AUDI,A8L,LARGE,3,6,AS8,Z,12.5,8.6,10.8,26,252
BMW,330i xDrive Gran Turismo,LARGE,2,4,AS8,Z,10.2,7.2,8.8,32,207
BMW,640i xDrive Gran Turismo,LARGE,3,6,AS8,Z,11.9,8.4,10.3,27,241
BMW,750i xDrive,LARGE,4.4,8,AS8,Z,13.3,9.2,11.5,25,269
BMW,750Li xDrive,LARGE,4.4,8,AS8,Z,14,9.6,12,24,282
BMW,Alpina B7 xDrive,LARGE,4.4,8,AS8,Z,14,9.6,12,24,282
BMW,M760Li xDrive,LARGE,6.6,12,AS8,Z,17.7,11.9,15.1,19,355
CADILLAC,CT6 AWD,LARGE,3,6,AS10,Z,13.1,9.1,11.3,25,267
CADILLAC,CT6 AWD,LARGE,3.6,6,AS10,X,13,8.8,11.1,25,261
CADILLAC,CT6 AWD,LARGE,4.2,8,AS10,Z,17.3,9.5,13.8,20,324
CADILLAC,XTS,LARGE,3.6,6,AS6,X,12.9,8.7,11,26,259
CADILLAC,XTS AWD,LARGE,3.6,6,AS6,X,13.7,9,11.6,24,272
CADILLAC,XTS Vsport AWD,LARGE,3.6,6,AS6,Z,15,10.1,12.8,22,302
CHEVROLET,Impala,LARGE,2.5,4,AS6,X,10.8,8,9.6,29,225
CHEVROLET,Impala,LARGE,3.6,6,AS6,X,12.7,8.5,10.8,26,254
CHEVROLET,Impala,LARGE,3.6,6,AS6,E,17.2,11.6,14.6,19,245
CHRYSLER,300,LARGE,3.6,6,A8,X,12.4,7.8,10.3,27,242
CHRYSLER,300 FFV,LARGE,3.6,6,A8,X,12.4,7.8,10.3,27,242
CHRYSLER,300 FFV,LARGE,3.6,6,A8,E,17.1,10.6,14.2,20,234
CHRYSLER,300,LARGE,5.7,8,A8,X,14.7,9.4,12.3,23,289
CHRYSLER,300 AWD,LARGE,3.6,6,A8,X,12.8,8.7,11,26,258
CHRYSLER,300 AWD FFV,LARGE,3.6,6,A8,X,12.8,8.7,11,26,258
CHRYSLER,300 AWD FFV,LARGE,3.6,6,A8,E,17.6,12,15,19,248
DODGE,Charger,LARGE,3.6,6,A5,X,13.7,9,11.6,24,271
DODGE,Charger FFV,LARGE,3.6,6,A5,X,13.7,9,11.6,24,271
DODGE,Charger FFV,LARGE,3.6,6,A5,E,18.9,12.7,16.1,18,268
DODGE,Charger,LARGE,3.6,6,A8,X,12.4,7.8,10.3,27,242
DODGE,Charger FFV,LARGE,3.6,6,A8,X,12.4,7.8,10.3,27,242
DODGE,Charger FFV,LARGE,3.6,6,A8,E,17.1,10.6,14.2,20,234
DODGE,Charger (MDS),LARGE,5.7,8,A5,X,15.6,9.7,12.9,22,302
DODGE,Charger (MDS),LARGE,5.7,8,A8,X,14.7,9.4,12.3,23,289
DODGE,Charger (MDS),LARGE,6.4,8,A8,Z,15.8,9.6,13,22,304
DODGE,Charger AWD,LARGE,3.6,6,A8,X,12.8,8.7,11,26,258
DODGE,Charger AWD FFV,LARGE,3.6,6,A8,X,12.8,8.7,11,26,258
DODGE,Charger AWD FFV,LARGE,3.6,6,A8,E,17.6,12,15,19,248
DODGE,Charger AWD (MDS),LARGE,5.7,8,A5,X,16,10.1,13.3,21,312
DODGE,Charger SRT Hellcat,LARGE,6.2,8,A8,Z,17.6,10.7,14.5,19,339
FORD,Taurus FFV,LARGE,3.5,6,AS6,X,13.5,9,11.5,25,270
FORD,Taurus FFV,LARGE,3.5,6,AS6,E,17.8,12.1,15.2,19,254
FORD,Taurus AWD,LARGE,3.5,6,AS6,X,14.6,10,12.5,23,294
FORD,Taurus FFV AWD,LARGE,3.5,6,AS6,X,14,9.9,12.4,23,291
FORD,Taurus FFV AWD,LARGE,3.5,6,AS6,E,18.5,13,16,18,267
GENESIS,G80 AWD,LARGE,3.3,6,AS8,Z,13.8,9.7,11.9,24,282
GENESIS,G80 AWD,LARGE,3.8,6,AS8,X,13.4,9.6,11.7,24,276
GENESIS,G80 AWD,LARGE,5,8,AS8,Z,15.6,10.4,13.2,21,312
GENESIS,G90 AWD,LARGE,3.3,6,AS8,Z,13.7,9.7,11.9,24,279
GENESIS,G90 AWD,LARGE,5,8,AS8,Z,15.2,10.2,13,22,306
HONDA,Accord,LARGE,1.5,4,AV,X,7.9,6.3,7.2,39,168
HONDA,Accord,LARGE,1.5,4,AV7,X,8.2,6.8,7.6,37,177
HONDA,Accord,LARGE,1.5,4,M6,X,8.9,6.7,7.9,36,185
HONDA,Accord,LARGE,2,4,M6,X,10.7,7.3,9.2,31,214
HONDA,Accord Hybrid,LARGE,2,4,AV,X,5,5,5,56,117
HONDA,Civic Hatchback,LARGE,1.5,4,AV,X,7.7,6,6.9,41,162
HONDA,Civic Hatchback,LARGE,1.5,4,AV7,X,7.9,6.6,7.3,39,170
HONDA,Civic Hatchback,LARGE,1.5,4,M6,X,8,6.2,7.2,39,167
HONDA,Civic Hatchback Sport,LARGE,1.5,4,AV7,Z,7.9,6.6,7.3,39,170
HONDA,Civic Hatchback Sport,LARGE,1.5,4,M6,Z,8,6.2,7.2,39,167
HONDA,Civic Type R,LARGE,2,4,M6,Z,10.6,8.3,9.6,29,224
HYUNDAI,Elantra GT,LARGE,1.6,4,AM7,X,9.7,7.4,8.6,33,205
HYUNDAI,Elantra GT,LARGE,1.6,4,M6,X,10.3,7.9,9.2,31,218
HYUNDAI,Elantra GT,LARGE,2,4,AS6,X,9.4,7.1,8.4,34,200
HYUNDAI,Elantra GT,LARGE,2,4,M6,X,9.8,7.4,8.7,32,207
HYUNDAI,IONIQ,LARGE,1.6,4,AM6,X,4.3,4.4,4.3,66,104
HYUNDAI,IONIQ Blue,LARGE,1.6,4,AM6,X,4.2,4,4.1,69,96
HYUNDAI,Sonata,LARGE,2,4,AS8,X,10.4,7.4,9.1,31,212
HYUNDAI,Sonata,LARGE,2.4,4,AS6,X,9.3,7.1,8.3,34,198
HYUNDAI,Sonata SE,LARGE,2.4,4,AS6,X,9.2,6.8,8.1,35,190
JAGUAR,XJ R-Sport AWD,LARGE,3,6,AS8,Z,14,9,11.8,24,276
JAGUAR,XJL Portfolio AWD,LARGE,3,6,AS8,Z,14,9.4,11.9,24,280
JAGUAR,XJR LWB,LARGE,5,8,AS8,Z,15.8,10.3,13.3,21,313
KIA,Cadenza,LARGE,3.3,6,AS8,X,11.6,8.5,10.2,28,238
KIA,Optima,LARGE,2,4,AS6,X,11.2,7.9,9.7,29,230
KIA,Optima,LARGE,2.4,4,AS6,X,9.5,7.1,8.4,34,199
LINCOLN,Continental AWD,LARGE,2.7,6,AS6,X,14,9.4,12,24,281
LINCOLN,Continental AWD,LARGE,3,6,AS6,X,14.5,9.8,12.3,23,289
LINCOLN,Continental AWD,LARGE,3.7,6,AS6,X,14.3,9.7,12.2,23,287
MASERATI,Quattroporte S,LARGE,3,6,AS8,Z,15.1,10.3,12.8,22,299
MASERATI,Quattroporte SQ4,LARGE,3,6,AS8,Z,15,10.3,12.8,22,301
MASERATI,Quattroporte GTS,LARGE,3.8,8,AS8,Z,16,10.8,13.7,21,321
MERCEDES-BENZ,AMG S 63 4MATIC+,LARGE,4,8,A9,Z,14.1,8.9,11.8,24,275
MERCEDES-BENZ,AMG S 65,LARGE,6,12,A7,Z,18.6,10.9,15.1,19,356
MERCEDES-BENZ,Maybach S 560 4MATIC,LARGE,4,8,A9,Z,14.4,9.5,12.2,23,286
MERCEDES-BENZ,Maybach S 650,LARGE,6,12,A7,Z,18.4,11.1,15.1,19,355
MERCEDES-BENZ,S 560 4MATIC,LARGE,4,8,A9,Z,13.5,8.6,11.3,25,265
PORSCHE,Panamera,LARGE,3,6,AM8,Z,12.4,8.7,10.7,26,250
PORSCHE,Panamera 4,LARGE,3,6,AM8,Z,12.4,9,10.9,26,253
PORSCHE,Panamera 4 Executive,LARGE,3,6,AM8,Z,12.4,9,10.9,26,253
PORSCHE,Panamera 4 ST,LARGE,3,6,AM8,Z,12.2,8.9,10.7,26,250
PORSCHE,Panamera 4S,LARGE,2.9,6,AM8,Z,13.1,8.9,11.2,25,261
PORSCHE,Panamera 4S Executive,LARGE,2.9,6,AM8,Z,13.1,8.9,11.2,25,261
PORSCHE,Panamera 4S ST,LARGE,2.9,6,AM8,Z,13.1,9.8,11.6,24,273
PORSCHE,Panamera GTS,LARGE,4,8,AM8,Z,14.5,10.2,12.6,22,295
PORSCHE,Panamera GTS ST,LARGE,4,8,AM8,Z,15.7,10.5,13.4,21,313
PORSCHE,Panamera Turbo,LARGE,4,8,AM8,Z,12.8,9.2,11.2,25,261
PORSCHE,Panamera Turbo Executive,LARGE,4,8,AM8,Z,12.8,9.2,11.2,25,261
PORSCHE,Panamera Turbo ST,LARGE,4,8,AM8,Z,13.4,10.1,11.9,24,279
ROLLS-ROYCE,Ghost,LARGE,6.6,12,AS8,Z,20.3,13,17,17,397
ROLLS-ROYCE,Ghost EWB,LARGE,6.6,12,AS8,Z,20.3,13,17,17,397
ROLLS-ROYCE,Phantom,LARGE,6.7,12,AS8,Z,20,11.8,16.3,17,382
ROLLS-ROYCE,Phantom EWB,LARGE,6.7,12,AS8,Z,20,11.8,16.3,17,382
VOLKSWAGEN,Arteon 4MOTION,LARGE,2,4,AS8,Z,12,8.6,10.4,27,244
AUDI,A8L,LARGE,3,6,AS8,Z,13.5,8.9,11.5,25,267
AUDI,A8L,LARGE,4,8,AS8,Z,15.4,10.4,13.2,21,308
AUDI,S8,LARGE,4,8,AS8,Z,17.6,10.7,14.5,19,339
BMW,750i xDrive Sedan,LARGE,4.4,8,AS8,Z,14.5,9.9,12.4,23,290
BMW,750Li xDrive Sedan,LARGE,4.4,8,AS8,Z,14.5,9.9,12.4,23,290
BMW,Alpina B7 xDrive,LARGE,4.4,8,AS8,Z,14.5,9.9,12.4,23,290
BMW,M760i xDrive Sedan,LARGE,6.6,12,AS8,Z,17.8,11.9,15.1,19,354
CADILLAC,CT6 AWD,LARGE,3.6,6,AS10,X,12.9,8.7,11,26,259
CADILLAC,CT6 AWD,LARGE,4.2,8,AS10,Z,17.3,9.5,13.8,20,324
CHEVROLET,Impala,LARGE,3.6,6,AS6,X,12.8,8.5,10.9,26,255
CHEVROLET,Impala,LARGE,3.6,6,AS6,E,17.2,11.6,14.7,19,246
CHRYSLER,300,LARGE,3.6,6,A8,X,12.4,7.8,10.3,27,242
CHRYSLER,300,LARGE,5.7,8,A8,X,14.7,9.4,12.3,23,289
CHRYSLER,300 AWD,LARGE,3.6,6,A8,X,12.8,8.7,11,26,258
DODGE,Charger,LARGE,3.6,6,A5,X,13.7,9,11.6,24,271
DODGE,Charger,LARGE,3.6,6,A8,X,12.4,7.8,10.3,27,242
DODGE,Charger (MDS),LARGE,5.7,8,A8,X,14.7,9.4,12.3,23,289
DODGE,Charger (MDS),LARGE,6.4,8,A8,Z,15.8,9.6,13,22,305
DODGE,Charger AWD,LARGE,3.6,6,A8,X,12.8,8.7,11,26,258
DODGE,Charger Widebody (MDS),LARGE,6.4,8,A8,Z,15.8,9.6,13,22,305
DODGE,Charger SRT Hellcat Widebody,LARGE,6.2,8,A8,Z,19,11.5,15.6,18,368
GENESIS,G80 AWD,LARGE,3.3,6,AS8,Z,13.8,9.7,11.9,24,282
GENESIS,G80 AWD,LARGE,3.8,6,AS8,X,13.4,9.6,11.7,24,276
GENESIS,G80 AWD,LARGE,5,8,AS8,Z,15.6,10.4,13.2,21,312
GENESIS,G90 AWD,LARGE,3.3,6,AS8,Z,13.6,9.5,11.8,24,280
GENESIS,G90 AWD,LARGE,5,8,AS8,Z,15.4,10.2,13.1,22,311
HONDA,Accord,LARGE,1.5,4,AV,X,7.9,6.3,7.2,39,170
HONDA,Accord,LARGE,1.5,4,AV7,X,8.2,6.8,7.6,37,177
HONDA,Accord,LARGE,1.5,4,M6,X,8.9,6.7,7.9,36,185
HONDA,Accord,LARGE,2,4,M6,X,10.7,7.3,9.2,31,214
HONDA,Accord Hybrid,LARGE,2,4,AV,X,5,5,5,56,117
HONDA,Civic Hatchback,LARGE,1.5,4,AV,X,7.7,6,6.9,41,162
HONDA,Civic Hatchback,LARGE,1.5,4,M6,X,8,6.2,7.2,39,167
HONDA,Civic Hatchback Sport,LARGE,1.5,4,AV7,Z,8,6.6,7.4,38,172
HONDA,Civic Hatchback Sport,LARGE,1.5,4,M6,Z,8,6.2,7.2,39,167
HONDA,Civic Type R,LARGE,2,4,M6,Z,10.5,8.4,9.6,29,223
HYUNDAI,Elantra GT,LARGE,1.6,4,AM7,X,9.7,7.4,8.6,33,205
HYUNDAI,Elantra GT,LARGE,1.6,4,M6,X,10.3,7.9,9.2,31,218
HYUNDAI,Elantra GT,LARGE,2,4,AS6,X,9.4,7.1,8.4,34,199
HYUNDAI,Elantra GT,LARGE,2,4,M6,X,9.8,7.4,8.7,32,207
HYUNDAI,IONIQ,LARGE,1.6,4,AM6,X,4.2,4.2,4.2,67,99
HYUNDAI,IONIQ Blue,LARGE,1.6,4,AM6,X,4.2,4,4.1,69,96
HYUNDAI,Sonata,LARGE,1.6,4,AS8,X,8.6,6.6,7.7,37,181
HYUNDAI,Sonata,LARGE,2.5,4,AS8,X,8.8,6.4,7.7,37,182
HYUNDAI,Sonata Hybrid,LARGE,2,4,AM6,X,5.3,4.6,5,56,117
KIA,Forte 5,LARGE,1.6,4,AM7,X,8.9,6.9,8,35,190
KIA,Forte 5,LARGE,2,4,AV,X,8,6,7.1,40,169
KIA,Optima,LARGE,2.4,4,AS6,X,9.5,7.1,8.4,34,199
LINCOLN,Continental AWD,LARGE,2.7,6,AS6,X,14,9.5,12,24,281
LINCOLN,Continental AWD,LARGE,3,6,AS6,X,14.5,9.8,12.3,23,289
LINCOLN,Continental AWD,LARGE,3.7,6,AS6,X,14.3,9.7,12.2,23,287
MASERATI,Quattroporte S,LARGE,3,6,AS8,Z,14.1,9.8,12.2,23,286
MASERATI,Quattroporte S Q4,LARGE,3,6,AS8,Z,15,10.3,12.8,22,301
MASERATI,Quattroporte GTS,LARGE,3.8,8,AS8,Z,16,10.8,13.7,21,321
MERCEDES-BENZ,AMG S 63 4MATIC+,LARGE,4,8,A9,Z,14.1,8.9,11.8,24,275
MERCEDES-BENZ,AMG S 65,LARGE,6,12,A7,Z,18.6,10.9,15.1,19,356
MERCEDES-BENZ,Maybach S 560 4MATIC,LARGE,4,8,A9,Z,14.4,9.5,12.2,23,286
MERCEDES-BENZ,Maybach S 650,LARGE,6,12,A7,Z,18.4,11.1,15.1,19,355
MERCEDES-BENZ,S 560 4MATIC,LARGE,4,8,A9,Z,13.5,8.6,11.3,25,265
PORSCHE,Panamera,LARGE,3,6,AM8,Z,12.4,8.7,10.7,26,250
PORSCHE,Panamera 4,LARGE,3,6,AM8,Z,12.4,9,10.9,26,253
PORSCHE,Panamera 4 Executive,LARGE,3,6,AM8,Z,12.4,9,10.9,26,253
PORSCHE,Panamera 4 ST,LARGE,3,6,AM8,Z,12.2,8.9,10.7,26,250
PORSCHE,Panamera 4S,LARGE,2.9,6,AM8,Z,13.1,8.9,11.2,25,261
PORSCHE,Panamera 4S Executive,LARGE,2.9,6,AM8,Z,13.1,8.9,11.2,25,261
PORSCHE,Panamera 4S ST,LARGE,2.9,6,AM8,Z,13.1,9.8,11.6,24,273
PORSCHE,Panamera GTS,LARGE,4,8,AM8,Z,14.5,10.2,12.6,22,295
PORSCHE,Panamera GTS ST,LARGE,4,8,AM8,Z,15.7,10.5,13.4,21,313
PORSCHE,Panamera Turbo,LARGE,4,8,AM8,Z,12.8,9.2,11.2,25,261
PORSCHE,Panamera Turbo Executive,LARGE,4,8,AM8,Z,12.8,9.2,11.2,25,261
PORSCHE,Panamera Turbo ST,LARGE,4,8,AM8,Z,13.4,10.1,11.9,24,279
ROLLS-ROYCE,Ghost,LARGE,6.6,12,AS8,Z,20.4,13.1,17.1,17,400
